"","HUC12","Name","DA_km2","TotDA_km2","Percent_PA","Amblema_elliottii_rep001","Amblema_elliottii_rep002","Amblema_elliottii_rep003","Campeloma_regulare_rep001","Campeloma_regulare_rep002","Campeloma_regulare_rep003","Cyprinella_caerulea_rep001","Cyprinella_caerulea_rep002","Cyprinella_caerulea_rep003","Elliptio_arca_rep001","Elliptio_arca_rep002","Elliptio_arca_rep003","Elliptio_arctata_rep001","Elliptio_arctata_rep002","Elliptio_arctata_rep003","Etheostoma_brevirostrum_rep001","Etheostoma_brevirostrum_rep002","Etheostoma_brevirostrum_rep003","Etheostoma_ditrema_rep001","Etheostoma_ditrema_rep002","Etheostoma_ditrema_rep003","Etheostoma_etowahae_rep001","Etheostoma_etowahae_rep002","Etheostoma_etowahae_rep003","Etheostoma_rupestre_rep001","Etheostoma_rupestre_rep002","Etheostoma_rupestre_rep003","Etheostoma_scotti_rep001","Etheostoma_scotti_rep002","Etheostoma_scotti_rep003","Etheostoma_trisella_rep001","Etheostoma_trisella_rep002","Etheostoma_trisella_rep003","Hamiota_altilis_rep001","Hamiota_altilis_rep002","Hamiota_altilis_rep003","Hybopsis_lineapunctata_rep001","Hybopsis_lineapunctata_rep002","Hybopsis_lineapunctata_rep003","Lampetra_aepyptera_rep001","Lampetra_aepyptera_rep002","Lampetra_aepyptera_rep003","Lythrurus_lirus_rep001","Lythrurus_lirus_rep002","Lythrurus_lirus_rep003","Macrhybopsis_etnieri_rep001","Macrhybopsis_etnieri_rep002","Macrhybopsis_etnieri_rep003","Macrhybopsis_storeriana_rep001","Macrhybopsis_storeriana_rep002","Macrhybopsis_storeriana_rep003","Moxostoma_carinatum_rep001","Moxostoma_carinatum_rep002","Moxostoma_carinatum_rep003","Notropis_asperifrons_rep001","Notropis_asperifrons_rep002","Notropis_asperifrons_rep003","Noturus_munitus_rep001","Noturus_munitus_rep002","Noturus_munitus_rep003","Percina_antesella_rep001","Percina_antesella_rep002","Percina_antesella_rep003","Pleurobema_georgianum_rep001","Pleurobema_georgianum_rep002","Pleurobema_georgianum_rep003","Cambarus_conasaugaensis_rep001","Cambarus_conasaugaensis_rep002","Cambarus_conasaugaensis_rep003","Cambarus_coosawattae_rep001","Cambarus_coosawattae_rep002","Cambarus_coosawattae_rep003","Cambarus_fasciatus_rep001","Cambarus_fasciatus_rep002","Cambarus_fasciatus_rep003","Cambarus_speciosus_rep001","Cambarus_speciosus_rep002","Cambarus_speciosus_rep003","Lampsilis_straminea_rep001","Lampsilis_straminea_rep002","Lampsilis_straminea_rep003","Quadrula_rumphiana_rep001","Quadrula_rumphiana_rep002","Quadrula_rumphiana_rep003","Pleurobema_decisum_rep001","Pleurobema_decisum_rep002","Pleurobema_decisum_rep003","Villosa_vanuxemensis_rep001","Villosa_vanuxemensis_rep002","Villosa_vanuxemensis_rep003","Elimia_caelatura_rep001","Elimia_caelatura_rep002","Elimia_caelatura_rep003","Acipenser_fulvescens_rep001","Acipenser_fulvescens_rep002","Acipenser_fulvescens_rep003","Cambarus_cymatilis_rep001","Cambarus_cymatilis_rep002","Cambarus_cymatilis_rep003","Cambarus_manningi_rep001","Cambarus_manningi_rep002","Cambarus_manningi_rep003","Cambarus_stockeri_rep001","Cambarus_stockeri_rep002","Cambarus_stockeri_rep003","Percina_aurolineata_rep001","Percina_aurolineata_rep002","Percina_aurolineata_rep003","Cyclonaias_asperata_rep001","Cyclonaias_asperata_rep002","Cyclonaias_asperata_rep003","Cyclonaias_kieneriana_rep001","Cyclonaias_kieneriana_rep002","Cyclonaias_kieneriana_rep003","Elimia_ornata_rep001","Elimia_ornata_rep002","Elimia_ornata_rep003","Epioblasma_metastriata_rep001","Epioblasma_metastriata_rep002","Epioblasma_metastriata_rep003","Epioblasma_othcaloogensis_rep001","Epioblasma_othcaloogensis_rep002","Epioblasma_othcaloogensis_rep003","Epioblasma_penita_rep001","Epioblasma_penita_rep002","Epioblasma_penita_rep003","Hiodon_tergisus_rep001","Hiodon_tergisus_rep002","Hiodon_tergisus_rep003","Lasmigona_etowaensis_rep001","Lasmigona_etowaensis_rep002","Lasmigona_etowaensis_rep003","Leptoxis_foremani_rep001","Leptoxis_foremani_rep002","Leptoxis_foremani_rep003","Lioplax_cyclostomaformis_rep001","Lioplax_cyclostomaformis_rep002","Lioplax_cyclostomaformis_rep003","Medionidus_acutissimus_rep001","Medionidus_acutissimus_rep002","Medionidus_acutissimus_rep003","Medionidus_parvulus_rep001","Medionidus_parvulus_rep002","Medionidus_parvulus_rep003","Percina_kusha_rep001","Percina_kusha_rep002","Percina_kusha_rep003","Percina_lenticula_rep001","Percina_lenticula_rep002","Percina_lenticula_rep003","Percina_jenkinsi_rep001","Percina_jenkinsi_rep002","Percina_jenkinsi_rep003","Villosa_nebulosa_rep001","Villosa_nebulosa_rep002","Villosa_nebulosa_rep003","Percina_shumardi_rep001","Percina_shumardi_rep002","Percina_shumardi_rep003","Pleurobema_hanleyianum_rep001","Pleurobema_hanleyianum_rep002","Pleurobema_hanleyianum_rep003","Pleurobema_hartmanianum_rep001","Pleurobema_hartmanianum_rep002","Pleurobema_hartmanianum_rep003","Pleurocera_pyrenella_rep001","Pleurocera_pyrenella_rep002","Pleurocera_pyrenella_rep003","Pleurocera_showalteri_rep001","Pleurocera_showalteri_rep002","Pleurocera_showalteri_rep003","Pleurocera_vestita_rep001","Pleurocera_vestita_rep002","Pleurocera_vestita_rep003","Potamilus_purpuratus_rep001","Potamilus_purpuratus_rep002","Potamilus_purpuratus_rep003","Pseudodontoideus_connasaugaensis_rep001","Pseudodontoideus_connasaugaensis_rep002","Pseudodontoideus_connasaugaensis_rep003","Ptychobranchus_foremanianus_rep001","Ptychobranchus_foremanianus_rep002","Ptychobranchus_foremanianus_rep003","Villosa_umbrans_rep001","Villosa_umbrans_rep002","Villosa_umbrans_rep003","Etheostoma_brevirostrum_Etowah_rep001","Etheostoma_brevirostrum_Etowah_rep002","Etheostoma_brevirostrum_Etowah_rep003","Percina_kusha_Etowah_rep001","Percina_kusha_Etowah_rep002","Percina_kusha_Etowah_rep003","Percina_antesella_Etowah_rep001","Percina_antesella_Etowah_rep002","Percina_antesella_Etowah_rep003","Noturus_munitus_Etowah_rep001","Noturus_munitus_Etowah_rep002","Noturus_munitus_Etowah_rep003","Percina_lenticula_Etowah_rep001","Percina_lenticula_Etowah_rep002","Percina_lenticula_Etowah_rep003"
"103","031501030601","Lovejoy Creek-Oostanaula River",73.91994476,4779.1863,0.090336126307,1,1,1,0,0.054,0.99,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5e-20,1.1e-18,0,0,0,0,1.3e-05,1,0,0,0,0,1.1e-10,0.049,0,0.0035,0.7,0,0.00021,0.99,0,0,0,1,1,1,1,1,1,0,0.00088,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","031501030602","Woodward Creek",70.1523181,69.9498,0.0128674837099,0,0.84,1,0,0.05,0.99,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.15,0.94,0,0,0,1,1,1,0,0,0,1,1,1,0,0.0015,0.92,0,0.00019,0.99,0,0,0,0,0.072,0.99,0,0.035,0.84,0,4.7e-05,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","031501030603","Dozier Creek-Oostanaula River",56.53868106,5489.3106,0.0642584047679,1,1,1,0,0.15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0014,0.61,0,0,0,0,6e-11,2.3e-08,0,0,0,0,0.0045,1,0,0,0,0,7.6e-05,0.39,0,0.007,0.98,0,0.0013,1,0,0,0,1,1,1,1,1,1,0,0.00028,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","031501030604","Little Dry Creek-Oostanaula River",78.82069222,5567.8086,0.200788930574,1,1,1,0,0.13,0.96,0,0,0,0,0.94,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.00053,0.032,0,0,0,0,0.00055,1,0,0,0,0,4.8e-05,0.73,0,0.0073,0.99,0,0.00023,0.99,0,0,0,1,1,1,1,1,1,0,0.00061,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","031501040101","Headwaters Etowah River",61.6134435,61.5852,0.850511703664,0,0,0,0,0.03,0.99,0,0,0,0,0.0019,0.95,0,0,0,0,0,0,0,0,0,1,1,1,0,4.6e-18,0.00055,1,1,1,0,0,0,0,0,0,0,8.9e-10,0.33,0,7.7e-13,7e-07,0,5.6e-15,6.7e-08,0,1.9e-10,0.97,0,2e-12,0.00023,0,7.6e-37,6.4e-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1.1e-41,2.1e-06,0,4e-12,0.0016,0,2.2e-29,1
"108","031501040102","Jones Creek",36.85880088,36.8064,0.974415462613,0,0,0,0,0.015,0.97,0,0,0,0,0.002,0.95,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5e-11,0.0026,0,0.00025,0.023,0,0,0,0,0,0,0,4.3e-08,0.32,0,1.8e-07,0.018,0,1.5e-07,0.097,0,2.5e-09,0.9,0,1.7e-07,0.011,0,1.7e-12,9.2e-06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7e-07,1.8e-07,1,1,1,0,1.1e-22,4.6e-08,0,8.1e-06,0.56,0,1.2e-19,1
"109","031501040103","Nimblewill Creek",41.67051742,137.4786,0.509838319746,0,0,0,0,0.046,0.99,0,0,0,0,0.0022,0.95,0,0,0,0,0,0,0,0,0,1,1,1,0,3.6e-13,0.014,0,0.00013,0.0042,0,0,0,0,0,0,0,3.3e-08,0.61,0,9.2e-08,0.0094,0,3.6e-09,0.0041,0,1.4e-11,0.63,0,5e-08,0.015,0,9.5e-14,6.8e-09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1e-25,0.0013,0,8.3e-08,0.047,0,6.5e-10,1
"110","031501040104","Hurricane Creek-Etowah River",72.43070028,204.4314,0.0379392960316,0,0,0,0,0.056,0.99,0,0,0,0,0.0038,0.98,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.7e-07,0.0033,0,6.7e-11,4.4e-06,0,2.4e-14,4.5e-07,1,1,1,0,8.2e-10,0.0054,0,1.9e-30,1.7e-24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8e-10,1,0,3.3e-09,1.9e-13,0,3.8e-06,1
"111","031501040105","Palmer Creek-Etowah River",79.02708208,279.2682,0.00841265677611,0,0,0,0,0.071,0.99,0,0,0,0,0.0074,0.99,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.9e-07,5.6e-06,0,1.9e-08,3.1e-06,0,1.3e-12,3e-05,1,1,1,0,2.9e-08,0.011,0,7.8e-17,3.7e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6e-16,1.1e-29,1,1,1,0,2.7e-07,1.1e-08,1,1,1,0,8e-05,1
"112","031501040106","Shoal Creek",96.4973767,96.4197,0.197987000621,0,0,0,0,0.048,0.99,0,0,0,0,0.0019,0.95,0,0,0,0,0,0,0,0,0,1,1,1,0,7.5e-11,0.0011,1,1,1,0,0,0,0,0,0,0,6.9e-07,0.00064,0,2.9e-06,3.1e-05,0,9.1e-12,1.5e-05,0,3.1e-08,2.6e-11,0,1.5e-07,0.06,0,1.5e-25,4.9e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.3e-07,0.00023,0,8.7e-06,1,0,2.6e-10,1.9e-08,0,4.5e-11,1
"113","031501040107","Black Mill Creek-Etowah River",73.72974234,461.3427,0.23013668742,0,0,0,0,0.11,1,0,0,0,0,0.078,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.8e-12,1.5e-13,0,7.6e-07,6.2e-08,0,2.3e-14,2.7e-07,1,1,1,0,9.9e-16,3.1e-10,0,2.1e-44,3.5e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5e-14,3.9e-49,1,1,1,1,1,1,1,1,1,1,1,1
"114","031501040201","Upper Amicalola Creek",69.87713162,69.7779,0.502300679416,0,0,0,0,0.026,0.99,0,0,0,0,0.0022,0.96,0,0,0,0,0,0,0,0,0,1,1,1,0,1e-24,7.5e-05,0,5.1e-15,3.5e-13,0,0,0,0,0,0,0,5.9e-12,0.22,1,1,1,0,2e-16,3.2e-09,0,2e-25,0.87,0,4.3e-14,4.8e-05,0,1.5e-40,3.2e-25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3.7e-40,9e-07,0,1.2e-19,0.00017,0,1.3e-16,1
"115","031501040202","Little Amicalola Creek",33.86007762,33.8184,0.260969178348,0,0,0,0,0.0085,0.95,0,0,0,0,0.002,0.95,0,0,0,0,0,0,0,0,0,0,0.00039,0.29,0,3.7e-11,0.0032,0,3.5e-05,0.0018,0,0,0,0,0,0,0,6.3e-08,0.43,0,5.2e-07,0.039,0,5.4e-07,0.31,0,2.1e-08,0.95,0,1.2e-07,0.013,0,2.3e-09,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3.4e-21,2.1e-06,0,8.7e-08,0.37,0,7.4e-19,1
"116","031501040203","Cochrans Creek",79.43176808,79.2981,0.183694785431,0,0,0,0,0.0096,0.96,0,0,0,0,0.0019,0.95,0,0,0,0,0,0,0,0,0,1,1,1,0,3.2e-10,0.0086,0,1.7e-07,1.5e-07,0,0,0,0,0,0,0,8.1e-08,0.53,0,3e-08,0.0026,0,1.4e-09,0.00077,0,7.6e-06,0.99,0,3e-08,0.014,0,2.8e-17,2.8e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2.5e-32,5.2e-05,0,3.4e-07,0.26,0,8.4e-12,1
"117","031501040204","Lower Amicalola Creek",70.44773888,253.251,0.458585480145,0,0,0,0,0.092,1,0,0,0,0,0.01,0.99,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.00015,8.7e-06,0,0,0,0,0,0,0,2.2e-05,0.48,0,2.9e-05,0.04,0,4.6e-08,0.013,1,1,1,0,1.3e-05,0.38,0,2.4e-16,1.9e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8.6e-05,1,1,1,1,0,2.7e-05,1
"118","031501040301","Yellow Creek",43.02216866,42.975,0.0654391890473,0,0,0,0,0.027,0.98,0,0,0,0,0.0015,0.95,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.6e-06,0.71,0,2.2e-05,0.11,0,3.9e-08,0.097,1,1,1,0,2.7e-06,0.22,0,8e-14,7.3e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5e-05,0.0077,0,0.00027,0.95,0,3e-06,1,0,1.3e-08,0.0069,0,6.1e-20,1
"119","031501040302","Brewton Creek",37.88670332,37.8099,0.0591219243906,0,0,0,0,0.0078,0.92,0,0,0,0,0.00087,0.91,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9e-06,0.42,0,3.9e-06,0.27,0,1.1e-07,0.098,1,1,1,0,8.4e-07,0.087,0,1.4e-10,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-06,9.7e-05,0,0.00017,0.85,0,6e-07,0.99,0,0.0017,0.71,0,1.8e-19,1
"120","031501040303","Yellow Creek-Etowah River",38.7284502,834.0102,0.116491335076,0,0,0,0,0.093,1,0,0,0,0,0.21,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.055,0.00034,0,0,0,0,0,0,0,4.5e-14,5.8e-13,0,3e-05,4.3e-05,0,1.1e-15,3.2e-05,1,1,1,0,1.3e-14,2.1e-12,0,4.7e-40,2.8e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1e-25,1.1e-38,0,1.9e-15,3.2e-13,1,1,1,1,1,1,1,1,1
"121","031501040304","Upper Settingdown Creek",54.3493298,54.3033,0.00705026470628,0,0,0,0,0.0065,0.86,0,0,0,0,0.00021,0.73,0,0,0,0,0,0,0,0,0,0,6.5e-05,0.12,0,6.2e-08,0.27,0,0.29,0.29,0,0,0,0,0,0,0,3.6e-05,0.92,0,2.4e-07,0.097,0,4.4e-08,0.25,0,3.1e-12,0.32,0,6.5e-06,0.3,0,9.1e-08,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0.55,0,2.9e-05,0.75,0,1.1e-07,1,0,0.00016,0.65,0,2.6e-13,1
"122","031501040305","Lower Settingdown Creek",76.82559024,131.0283,0.0406602454795,0,0,0,0,0.05,0.97,0,0,0,0,0.00064,0.89,0,0,0,0,0,0,0,0,0,0,0.0016,0.0019,0,1.5e-08,0.083,0,0.13,0.015,0,0,0,0,0,0,0,2.5e-05,0.82,0,1.4e-07,0.046,0,4.7e-09,0.07,1,1,1,0,1.1e-05,0.28,0,2.6e-10,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.83,0,0.00022,0.96,0,0.00018,1,0,3.1e-06,0.055,0,1e-06,1
